Number_seasons,Games_played,At_bats,Runs,Hits,Doubles,Triples,Home_runs,RBIs,Walks,Strikeouts,Batting_average,On_base_pct,Slugging_pct,Fielding_ave,Position,binaryClass
15,1788.0,6747.0,1180.0,1920.0,206.0,75.0,21.0,631.0,817.0,15.0,0.285,0.368,0.347,0.964,Outfield,P
10,1002.0,3091.0,485.0,778.0,132.0,31.0,133.0,415.0,383.0,756.0,0.252,0.349,0.444,0.976,Outfield,P
12,1331.0,4415.0,643.0,1103.0,215.0,38.0,147.0,579.0,534.0,817.0,0.25,0.332,0.416,0.986,Outfield,P
15,1691.0,5826.0,786.0,1502.0,252.0,33.0,190.0,812.0,755.0,541.0,0.258,0.345,0.41,0.963,Third_base,P
17,1574.0,5606.0,874.0,1339.0,238.0,35.0,134.0,601.0,1043.0,827.0,0.239,0.361,0.366,0.958,Shortstop,P
10,811.0,2980.0,396.0,890.0,153.0,35.0,17.0,281.0,182.0,109.0,0.299,0.34,0.391,0.99,First_base,P
11,307.0,738.0,79.0,176.0,31.0,5.0,4.0,89.0,85.0,73.0,0.238,0.317,0.31,0.978,Catcher,P
17,1633.0,3421.0,429.0,833.0,132.0,13.0,95.0,426.0,532.0,589.0,0.243,0.349,0.373,0.994,First_base,P
10,822.0,2234.0,277.0,610.0,87.0,31.0,30.0,184.0,108.0,338.0,0.273,0.307,0.38,0.975,Outfield,P
20,2171.0,7898.0,1184.0,2352.0,433.0,159.0,71.0,1034.0,965.0,478.0,0.298,0.378,0.42,0.993,First_base,P
17,1816.0,6253.0,721.0,1613.0,245.0,55.0,43.0,656.0,568.0,530.0,0.258,0.325,0.335,0.964,Shortstop,P
11,410.0,1309.0,103.0,278.0,43.0,14.0,4.0,105.0,39.0,0.0,0.212,0.237,0.276,0.968,Catcher,P
22,2834.0,10116.0,1622.0,3007.0,498.0,75.0,399.0,1583.0,1277.0,1020.0,0.297,0.379,0.48,0.986,Outfield,N
13,1693.0,5851.0,802.0,1643.0,348.0,85.0,29.0,826.0,824.0,405.0,0.281,0.372,0.384,0.967,Third_base,P
10,1077.0,3546.0,411.0,935.0,146.0,13.0,22.0,261.0,265.0,353.0,0.264,0.318,0.331,0.971,Shortstop,P
19,2123.0,8591.0,1719.0,2932.0,241.0,145.0,33.0,810.0,524.0,36.0,0.341,0.387,0.415,0.96,Outfield,N
10,523.0,1873.0,254.0,452.0,61.0,36.0,22.0,152.0,177.0,111.0,0.241,0.314,0.348,0.935,Catcher,P
15,1795.0,6702.0,881.0,2054.0,385.0,50.0,78.0,870.0,621.0,287.0,0.306,0.368,0.414,0.969,Third_base,N
11,622.0,1081.0,108.0,230.0,32.0,6.0,0.0,65.0,74.0,133.0,0.213,0.268,0.253,0.976,Shortstop,P
13,1170.0,3790.0,725.0,1085.0,166.0,72.0,189.0,760.0,784.0,499.0,0.286,0.41,0.518,0.98,Outfield,P
17,1853.0,7006.0,1421.0,2220.0,358.0,194.0,65.0,1194.0,911.0,163.0,0.317,0.401,0.451,0.955,Outfield,N
16,1622.0,5993.0,819.0,1778.0,337.0,76.0,148.0,1020.0,386.0,694.0,0.297,0.342,0.452,0.992,First_base,N
15,1385.0,4338.0,620.0,1147.0,189.0,35.0,76.0,418.0,588.0,768.0,0.264,0.356,0.377,0.978,Outfield,P
16,1455.0,5894.0,1357.0,1813.0,359.0,102.0,69.0,950.0,549.0,417.0,0.308,0.368,0.438,0.82,Outfield,N
13,1526.0,5683.0,737.0,1570.0,308.0,69.0,163.0,852.0,514.0,480.0,0.276,0.338,0.441,0.965,Third_base,P
11,1168.0,4058.0,581.0,1128.0,179.0,25.0,130.0,634.0,576.0,605.0,0.278,0.37,0.431,0.982,Outfield,P
12,877.0,2576.0,170.0,603.0,86.0,11.0,31.0,244.0,189.0,240.0,0.234,0.288,0.312,0.987,Catcher,P
12,856.0,2110.0,237.0,475.0,77.0,17.0,32.0,185.0,142.0,461.0,0.225,0.282,0.323,0.953,Third_base,P
16,1483.0,4624.0,514.0,1176.0,196.0,41.0,63.0,514.0,364.0,443.0,0.254,0.31,0.355,0.978,Outfield,P
14,1491.0,4979.0,474.0,1313.0,244.0,12.0,113.0,628.0,365.0,855.0,0.264,0.316,0.386,0.985,Catcher,P
11,841.0,1796.0,256.0,434.0,71.0,23.0,43.0,176.0,164.0,318.0,0.242,0.311,0.379,0.984,Outfield,P
16,2078.0,7651.0,899.0,1931.0,254.0,80.0,14.0,527.0,684.0,759.0,0.252,0.316,0.312,0.966,Shortstop,P
22,2435.0,8147.0,1283.0,2086.0,290.0,24.0,573.0,1584.0,1559.0,1699.0,0.256,0.379,0.509,0.992,First_base,N
13,1035.0,3150.0,237.0,751.0,86.0,21.0,4.0,240.0,113.0,126.0,0.238,0.273,0.283,0.976,Catcher,P
10,1472.0,5205.0,971.0,1451.0,216.0,39.0,369.0,1015.0,1011.0,749.0,0.279,0.398,0.548,0.974,Outfield,N
11,1125.0,2918.0,374.0,699.0,112.0,19.0,117.0,401.0,363.0,401.0,0.24,0.328,0.411,0.984,Outfield,P
16,1941.0,6677.0,901.0,1575.0,240.0,25.0,442.0,1210.0,608.0,1816.0,0.236,0.305,0.478,0.957,Outfield,P
10,380.0,1414.0,186.0,376.0,40.0,29.0,12.0,222.0,67.0,92.0,0.266,0.301,0.361,0.923,Catcher,P
16,1311.0,3467.0,411.0,824.0,143.0,18.0,85.0,424.0,456.0,518.0,0.238,0.33,0.363,0.989,Outfield,P
10,843.0,2708.0,356.0,648.0,100.0,3.0,176.0,460.0,236.0,744.0,0.239,0.309,0.473,0.974,Outfield,P
16,1215.0,4027.0,375.0,882.0,108.0,31.0,17.0,390.0,314.0,166.0,0.219,0.277,0.274,0.961,Catcher,P
11,821.0,2513.0,357.0,626.0,106.0,15.0,40.0,250.0,331.0,285.0,0.249,0.337,0.351,0.955,Shortstop,P
17,1753.0,6486.0,1168.0,2076.0,398.0,74.0,300.0,1201.0,601.0,521.0,0.32,0.379,0.543,0.962,Outfield,N
12,318.0,669.0,64.0,155.0,21.0,3.0,13.0,69.0,31.0,71.0,0.232,0.267,0.33,0.906,Third_base,P
13,1260.0,4241.0,474.0,1151.0,181.0,61.0,20.0,513.0,281.0,114.0,0.271,0.318,0.357,0.971,Catcher,P
15,1718.0,5929.0,848.0,1766.0,290.0,29.0,279.0,1028.0,492.0,365.0,0.298,0.354,0.498,0.993,First_base,P
11,1278.0,4469.0,572.0,1103.0,178.0,48.0,8.0,365.0,485.0,191.0,0.247,0.325,0.313,0.957,Second_base,P
10,907.0,3418.0,423.0,943.0,198.0,27.0,28.0,368.0,244.0,238.0,0.276,0.326,0.374,0.955,Shortstop,P
13,1495.0,4829.0,490.0,1311.0,266.0,27.0,84.0,595.0,343.0,579.0,0.271,0.325,0.39,0.957,Third_base,P
12,1162.0,4271.0,572.0,1190.0,195.0,49.0,28.0,443.0,222.0,190.0,0.279,0.316,0.367,0.927,Shortstop,P
12,1079.0,3993.0,466.0,1081.0,180.0,30.0,29.0,393.0,189.0,251.0,0.271,0.305,0.353,0.964,Second_base,P
15,2085.0,7649.0,972.0,2150.0,344.0,181.0,75.0,992.0,689.0,545.0,0.281,0.346,0.403,0.99,First_base,P
10,853.0,3010.0,349.0,750.0,84.0,30.0,5.0,266.0,242.0,214.0,0.249,0.312,0.302,0.928,Shortstop,P
10,658.0,1963.0,204.0,464.0,75.0,8.0,73.0,267.0,99.0,350.0,0.236,0.275,0.394,0.979,Outfield,P
18,1853.0,5436.0,536.0,1418.0,225.0,25.0,118.0,614.0,454.0,581.0,0.261,0.319,0.377,0.994,First_base,P
12,1241.0,4676.0,676.0,1321.0,221.0,75.0,45.0,514.0,446.0,339.0,0.283,0.346,0.391,0.982,Outfield,P
14,1391.0,5087.0,691.0,1454.0,298.0,58.0,89.0,799.0,474.0,453.0,0.286,0.347,0.42,0.944,Shortstop,P
10,977.0,2447.0,238.0,565.0,61.0,21.0,13.0,202.0,271.0,272.0,0.231,0.309,0.289,0.981,Second_base,P
10,1087.0,4284.0,536.0,996.0,145.0,115.0,25.0,313.0,137.0,260.0,0.232,0.258,0.338,0.876,Third_base,P
15,1833.0,6913.0,951.0,2092.0,356.0,56.0,87.0,671.0,594.0,404.0,0.303,0.359,0.408,0.978,Outfield,P
18,2104.0,7984.0,1236.0,2212.0,412.0,111.0,131.0,1049.0,980.0,612.0,0.277,0.359,0.406,0.992,First_base,P
12,1057.0,3379.0,329.0,917.0,91.0,29.0,1.0,263.0,248.0,255.0,0.271,0.326,0.316,0.983,Second_base,P
11,950.0,3102.0,467.0,813.0,151.0,44.0,117.0,509.0,389.0,595.0,0.262,0.346,0.452,0.977,Outfield,P
12,1263.0,4919.0,678.0,1377.0,197.0,86.0,39.0,690.0,219.0,124.0,0.28,0.318,0.379,0.984,First_base,P
16,1523.0,4549.0,650.0,1303.0,207.0,42.0,91.0,458.0,372.0,657.0,0.286,0.342,0.41,0.983,Outfield,P
11,791.0,1925.0,239.0,429.0,68.0,12.0,65.0,218.0,309.0,339.0,0.223,0.335,0.372,0.979,Outfield,P
21,2480.0,9589.0,1504.0,3242.0,657.0,163.0,83.0,1599.0,516.0,85.0,0.338,0.38,0.467,0.963,Second_base,N
11,835.0,2595.0,442.0,599.0,105.0,9.0,39.0,193.0,546.0,312.0,0.231,0.366,0.323,0.947,Shortstop,P
10,432.0,1005.0,78.0,240.0,35.0,5.0,13.0,95.0,39.0,140.0,0.239,0.271,0.322,0.99,Catcher,P
11,1346.0,4288.0,625.0,1061.0,169.0,50.0,93.0,467.0,588.0,767.0,0.247,0.346,0.375,0.989,Outfield,P
11,1264.0,4101.0,522.0,1099.0,180.0,45.0,91.0,479.0,299.0,421.0,0.268,0.321,0.4,0.981,Outfield,P
14,772.0,1929.0,179.0,450.0,69.0,5.0,34.0,203.0,253.0,188.0,0.233,0.323,0.327,0.983,Catcher,P
10,1196.0,3703.0,297.0,843.0,111.0,20.0,8.0,273.0,136.0,436.0,0.228,0.256,0.275,0.971,Shortstop,P
15,1862.0,7158.0,1007.0,2074.0,332.0,40.0,151.0,874.0,553.0,719.0,0.29,0.346,0.411,0.966,Third_base,P
11,1194.0,4212.0,501.0,1185.0,198.0,79.0,15.0,560.0,288.0,85.0,0.281,0.331,0.377,0.952,Second_base,P
10,1184.0,4718.0,925.0,1430.0,259.0,114.0,53.0,549.0,484.0,141.0,0.303,0.38,0.44,0.971,First_base,P
12,1302.0,4603.0,805.0,1239.0,247.0,56.0,38.0,526.0,705.0,470.0,0.269,0.369,0.372,0.956,Shortstop,P
17,1627.0,6822.0,1478.0,1833.0,245.0,85.0,27.0,398.0,589.0,239.0,0.269,0.334,0.341,0.87,Third_base,P
11,527.0,1170.0,105.0,298.0,63.0,9.0,16.0,140.0,109.0,150.0,0.255,0.321,0.365,0.988,Catcher,P
10,1043.0,3509.0,487.0,945.0,183.0,37.0,40.0,486.0,485.0,244.0,0.269,0.36,0.377,0.936,Third_base,P
12,1163.0,3891.0,338.0,954.0,134.0,45.0,7.0,377.0,209.0,376.0,0.245,0.288,0.308,0.93,Shortstop,P
11,1212.0,3802.0,453.0,972.0,193.0,26.0,71.0,442.0,408.0,602.0,0.256,0.329,0.376,0.956,Third_base,P
14,1740.0,6297.0,986.0,1840.0,334.0,115.0,178.0,1191.0,869.0,864.0,0.292,0.38,0.467,0.967,Second_base,N
10,991.0,3733.0,543.0,1147.0,196.0,53.0,72.0,509.0,163.0,189.0,0.307,0.341,0.446,0.975,Outfield,P
10,799.0,1719.0,205.0,460.0,100.0,10.0,18.0,183.0,176.0,217.0,0.268,0.338,0.369,0.983,Outfield,P
19,2156.0,7959.0,1355.0,2143.0,266.0,172.0,63.0,810.0,820.0,278.0,0.269,0.34,0.37,0.975,Outfield,P
10,813.0,2805.0,410.0,808.0,137.0,24.0,101.0,518.0,274.0,319.0,0.288,0.356,0.462,0.973,Outfield,P
13,1268.0,4167.0,638.0,1109.0,145.0,49.0,3.0,284.0,571.0,335.0,0.266,0.357,0.327,0.961,Outfield,P
12,1039.0,3191.0,320.0,709.0,109.0,19.0,22.0,229.0,241.0,564.0,0.222,0.278,0.289,0.961,Shortstop,P
16,1988.0,6868.0,973.0,1875.0,396.0,61.0,215.0,884.0,749.0,1024.0,0.273,0.357,0.442,0.984,Outfield,P
12,1010.0,3445.0,446.0,901.0,121.0,35.0,164.0,529.0,363.0,787.0,0.262,0.335,0.46,0.961,Outfield,P
14,1415.0,5045.0,614.0,1342.0,223.0,37.0,144.0,723.0,342.0,1000.0,0.266,0.316,0.411,0.974,Outfield,P
10,729.0,2092.0,233.0,512.0,91.0,11.0,69.0,251.0,209.0,471.0,0.245,0.319,0.398,0.972,Second_base,P
10,822.0,2460.0,311.0,749.0,123.0,28.0,36.0,389.0,216.0,118.0,0.304,0.366,0.421,0.989,First_base,P
11,1459.0,5351.0,612.0,1518.0,289.0,68.0,38.0,793.0,352.0,353.0,0.284,0.333,0.384,0.959,Outfield,P
11,1349.0,5261.0,830.0,1563.0,249.0,93.0,71.0,607.0,573.0,303.0,0.297,0.368,0.42,0.927,Third_base,P
12,1291.0,4134.0,560.0,1122.0,184.0,34.0,148.0,591.0,576.0,768.0,0.271,0.363,0.44,0.98,Outfield,P
10,817.0,2328.0,198.0,549.0,68.0,9.0,3.0,137.0,99.0,116.0,0.236,0.271,0.277,0.959,Shortstop,P
12,854.0,2795.0,401.0,762.0,124.0,48.0,72.0,404.0,289.0,366.0,0.273,0.344,0.429,0.98,Outfield,P
13,1438.0,5611.0,895.0,1747.0,301.0,81.0,103.0,779.0,334.0,276.0,0.311,0.351,0.449,0.959,Third_base,N
11,1057.0,3494.0,428.0,982.0,162.0,32.0,107.0,451.0,299.0,377.0,0.281,0.342,0.438,0.982,Outfield,P
10,561.0,1490.0,128.0,354.0,56.0,9.0,19.0,153.0,144.0,141.0,0.238,0.31,0.326,0.984,Catcher,P
14,1317.0,4563.0,640.0,1252.0,159.0,82.0,32.0,482.0,395.0,156.0,0.274,0.337,0.366,0.944,Third_base,P
15,1666.0,5940.0,836.0,1658.0,222.0,49.0,114.0,563.0,552.0,383.0,0.279,0.342,0.391,0.989,First_base,P
13,1503.0,5244.0,651.0,1407.0,216.0,41.0,93.0,547.0,451.0,472.0,0.268,0.331,0.378,0.965,Shortstop,P
18,1752.0,5351.0,623.0,1415.0,244.0,14.0,155.0,808.0,671.0,453.0,0.264,0.359,0.402,0.992,Catcher,P
17,1853.0,5855.0,601.0,1792.0,277.0,27.0,190.0,990.0,430.0,262.0,0.306,0.358,0.46,0.979,Catcher,N
16,1874.0,7674.0,1455.0,2127.0,342.0,96.0,92.0,1055.0,612.0,261.0,0.277,0.335,0.383,0.906,Shortstop,P
10,1013.0,3020.0,384.0,805.0,135.0,33.0,132.0,467.0,353.0,460.0,0.267,0.345,0.464,0.988,First_base,P
13,853.0,2601.0,375.0,661.0,116.0,25.0,116.0,397.0,393.0,497.0,0.254,0.354,0.452,0.986,Catcher,P
16,1812.0,6354.0,1023.0,1671.0,232.0,50.0,155.0,614.0,833.0,852.0,0.263,0.351,0.388,0.977,Second_base,P
19,1950.0,5916.0,613.0,1547.0,206.0,43.0,51.0,652.0,556.0,538.0,0.261,0.326,0.337,0.985,Catcher,P
12,1450.0,4644.0,623.0,1251.0,193.0,37.0,136.0,591.0,418.0,696.0,0.269,0.333,0.415,0.967,Outfield,P
18,1818.0,7064.0,1131.0,1929.0,230.0,85.0,71.0,984.0,473.0,213.0,0.273,0.325,0.36,0.95,Second_base,P
16,1368.0,3476.0,510.0,881.0,137.0,18.0,116.0,441.0,446.0,596.0,0.253,0.34,0.403,0.984,Outfield,P
13,1401.0,4317.0,564.0,1177.0,186.0,45.0,37.0,479.0,403.0,226.0,0.273,0.336,0.362,0.983,Outfield,P
15,1821.0,6505.0,880.0,1795.0,344.0,24.0,307.0,1128.0,845.0,1495.0,0.276,0.366,0.478,0.972,Outfield,P
13,1184.0,2879.0,364.0,798.0,123.0,34.0,115.0,470.0,224.0,416.0,0.277,0.331,0.463,0.964,Outfield,P
17,1969.0,6925.0,1063.0,1960.0,388.0,43.0,306.0,1111.0,857.0,1116.0,0.283,0.364,0.484,0.988,Outfield,P
13,1121.0,4294.0,932.0,1333.0,244.0,69.0,62.0,569.0,621.0,212.0,0.31,0.407,0.443,0.882,Third_base,P
11,723.0,2695.0,391.0,659.0,79.0,28.0,5.0,265.0,169.0,127.0,0.245,0.305,0.3,0.927,Catcher,P
11,1029.0,2843.0,360.0,742.0,121.0,16.0,18.0,234.0,409.0,358.0,0.261,0.361,0.334,0.989,Outfield,P
15,1749.0,6331.0,777.0,1802.0,337.0,62.0,117.0,754.0,323.0,781.0,0.285,0.323,0.413,0.983,Outfield,P
15,1806.0,6594.0,920.0,2008.0,348.0,34.0,163.0,860.0,605.0,510.0,0.305,0.369,0.442,0.948,Third_base,P
16,2087.0,7441.0,1112.0,2169.0,425.0,166.0,83.0,1176.0,736.0,359.0,0.291,0.363,0.427,0.97,Outfield,P
13,1069.0,3421.0,404.0,956.0,181.0,27.0,57.0,501.0,299.0,260.0,0.279,0.342,0.398,0.968,Third_base,P
12,1441.0,5428.0,647.0,1486.0,239.0,21.0,133.0,728.0,337.0,434.0,0.274,0.318,0.399,0.955,Third_base,P
17,1460.0,4505.0,386.0,1194.0,197.0,16.0,53.0,543.0,418.0,264.0,0.265,0.328,0.351,0.977,Catcher,P
13,477.0,1145.0,96.0,250.0,25.0,3.0,3.0,112.0,118.0,102.0,0.218,0.293,0.253,0.973,Catcher,P
16,1498.0,4716.0,677.0,1332.0,203.0,106.0,44.0,503.0,324.0,464.0,0.282,0.332,0.398,0.966,Outfield,P
13,1555.0,5248.0,664.0,1349.0,189.0,43.0,56.0,458.0,471.0,616.0,0.257,0.319,0.341,0.985,Outfield,P
11,969.0,2707.0,360.0,707.0,97.0,10.0,89.0,330.0,256.0,352.0,0.261,0.331,0.403,0.977,Second_base,P
18,2401.0,8102.0,1677.0,2415.0,344.0,72.0,536.0,1509.0,1733.0,1710.0,0.298,0.423,0.557,0.982,Outfield,N
17,2008.0,7654.0,1287.0,2524.0,491.0,160.0,110.0,1183.0,506.0,345.0,0.33,0.377,0.479,0.979,Outfield,N
23,2670.0,10078.0,1255.0,2605.0,380.0,177.0,28.0,884.0,839.0,756.0,0.258,0.318,0.34,0.952,Shortstop,N
13,1572.0,5506.0,602.0,1448.0,272.0,37.0,36.0,624.0,470.0,537.0,0.263,0.323,0.345,0.969,Shortstop,P
12,1463.0,5101.0,826.0,1325.0,195.0,42.0,275.0,851.0,652.0,733.0,0.26,0.348,0.476,0.982,Outfield,P
11,1035.0,3593.0,433.0,971.0,173.0,8.0,148.0,530.0,247.0,810.0,0.27,0.324,0.446,0.978,Outfield,P
11,1246.0,4233.0,583.0,1160.0,163.0,39.0,130.0,604.0,458.0,219.0,0.274,0.347,0.423,0.979,Outfield,P
11,1021.0,3419.0,425.0,877.0,137.0,28.0,64.0,333.0,188.0,355.0,0.257,0.301,0.369,0.98,Second_base,P
11,1018.0,2652.0,337.0,666.0,130.0,17.0,85.0,345.0,207.0,574.0,0.251,0.309,0.409,0.982,Outfield,P
13,1189.0,4117.0,754.0,1227.0,270.0,75.0,59.0,501.0,369.0,438.0,0.298,0.358,0.443,0.973,Outfield,P
14,908.0,2189.0,189.0,487.0,82.0,12.0,32.0,230.0,201.0,299.0,0.222,0.293,0.315,0.987,Catcher,P
17,1049.0,2743.0,245.0,618.0,128.0,10.0,58.0,321.0,230.0,419.0,0.225,0.287,0.343,0.984,Catcher,P
14,1229.0,3468.0,420.0,917.0,164.0,31.0,47.0,417.0,410.0,311.0,0.264,0.344,0.37,0.983,Catcher,P
17,2391.0,8537.0,1509.0,2315.0,354.0,72.0,512.0,1453.0,1444.0,1487.0,0.271,0.378,0.509,0.956,Third_base,N
16,2033.0,7147.0,1083.0,2011.0,319.0,51.0,234.0,978.0,940.0,1125.0,0.281,0.367,0.439,0.968,Outfield,P
14,1423.0,3443.0,302.0,748.0,79.0,24.0,6.0,252.0,370.0,538.0,0.217,0.295,0.259,0.973,Shortstop,P
14,1133.0,3245.0,478.0,856.0,110.0,26.0,148.0,532.0,484.0,545.0,0.264,0.363,0.451,0.988,Outfield,P
10,1165.0,4120.0,545.0,1127.0,172.0,23.0,90.0,536.0,512.0,565.0,0.274,0.36,0.392,0.984,Outfield,P
12,1252.0,3670.0,462.0,920.0,130.0,20.0,96.0,422.0,344.0,501.0,0.251,0.32,0.375,0.978,Outfield,P
10,556.0,1527.0,120.0,357.0,63.0,10.0,15.0,130.0,157.0,293.0,0.234,0.31,0.318,0.99,Catcher,P
18,2071.0,7609.0,959.0,2031.0,340.0,31.0,354.0,1244.0,487.0,1570.0,0.267,0.315,0.459,0.994,First_base,P
15,1192.0,3693.0,313.0,971.0,147.0,11.0,77.0,443.0,305.0,361.0,0.263,0.321,0.371,0.986,Catcher,P
15,1620.0,5447.0,733.0,1379.0,211.0,19.0,255.0,879.0,881.0,810.0,0.253,0.363,0.439,0.994,First_base,P
13,1288.0,4048.0,533.0,1109.0,190.0,39.0,94.0,419.0,282.0,481.0,0.274,0.324,0.41,0.97,Outfield,P
22,2992.0,10881.0,2062.0,3283.0,523.0,140.0,660.0,1903.0,1464.0,1526.0,0.302,0.387,0.557,0.981,Outfield,N
17,2163.0,7755.0,769.0,2016.0,294.0,62.0,138.0,853.0,447.0,706.0,0.26,0.302,0.367,0.983,Second_base,N
14,1475.0,4124.0,571.0,1068.0,191.0,24.0,93.0,460.0,642.0,627.0,0.259,0.361,0.385,0.986,Outfield,P
13,1020.0,3977.0,619.0,1006.0,114.0,39.0,12.0,469.0,365.0,290.0,0.253,0.322,0.31,0.944,Outfield,P
16,1763.0,6185.0,888.0,1530.0,231.0,71.0,197.0,697.0,882.0,974.0,0.247,0.344,0.403,0.977,Second_base,P
11,1071.0,3853.0,548.0,1153.0,167.0,55.0,63.0,430.0,248.0,457.0,0.299,0.348,0.42,0.989,Outfield,P
16,1659.0,5526.0,516.0,1203.0,140.0,47.0,7.0,447.0,419.0,271.0,0.218,0.281,0.264,0.948,Shortstop,P
12,1091.0,4195.0,550.0,1203.0,171.0,66.0,7.0,474.0,268.0,13.0,0.287,0.333,0.364,0.946,Outfield,P
11,542.0,1557.0,182.0,432.0,72.0,16.0,25.0,209.0,90.0,114.0,0.277,0.319,0.392,0.99,First_base,P
13,1275.0,5128.0,1069.0,1496.0,192.0,53.0,44.0,666.0,537.0,163.0,0.292,0.364,0.376,0.897,Outfield,N
21,1909.0,5529.0,590.0,1501.0,242.0,57.0,97.0,645.0,548.0,422.0,0.271,0.34,0.388,0.99,Catcher,P
13,1534.0,5723.0,722.0,1711.0,334.0,26.0,128.0,951.0,399.0,189.0,0.299,0.348,0.434,0.995,First_base,P
10,748.0,2325.0,302.0,640.0,100.0,29.0,14.0,215.0,188.0,173.0,0.275,0.33,0.361,0.976,Outfield,P
10,989.0,3645.0,433.0,867.0,110.0,42.0,15.0,417.0,280.0,30.0,0.238,0.297,0.303,0.885,Third_base,P
11,1170.0,4172.0,664.0,1301.0,214.0,71.0,24.0,397.0,497.0,261.0,0.312,0.386,0.414,0.984,Outfield,P
22,2588.0,8197.0,1229.0,2211.0,353.0,46.0,521.0,1555.0,1345.0,1550.0,0.27,0.377,0.515,0.987,First_base,N
13,1468.0,3956.0,484.0,972.0,150.0,42.0,75.0,404.0,332.0,544.0,0.246,0.311,0.362,0.991,First_base,P
15,1098.0,3121.0,308.0,785.0,121.0,28.0,52.0,339.0,265.0,398.0,0.252,0.314,0.358,0.984,Catcher,P
10,543.0,1157.0,148.0,326.0,71.0,12.0,9.0,148.0,129.0,108.0,0.282,0.355,0.387,0.97,Catcher,P
10,1336.0,4676.0,697.0,1291.0,187.0,51.0,112.0,576.0,559.0,623.0,0.276,0.358,0.41,0.984,Second_base,P
14,894.0,3007.0,398.0,826.0,146.0,49.0,13.0,383.0,254.0,19.0,0.275,0.335,0.369,0.967,Catcher,P
12,1436.0,5222.0,842.0,1482.0,181.0,100.0,42.0,727.0,429.0,10.0,0.284,0.362,0.381,0.989,First_base,P
10,826.0,3253.0,537.0,872.0,116.0,28.0,9.0,294.0,183.0,157.0,0.268,0.31,0.329,0.903,Third_base,P
16,1099.0,3924.0,1024.0,1309.0,121.0,70.0,13.0,462.0,836.0,74.0,0.334,0.465,0.41,0.9,Third_base,P
26,1781.0,6290.0,770.0,1749.0,300.0,79.0,45.0,787.0,515.0,214.0,0.278,0.341,0.372,0.938,Catcher,P
19,2128.0,7822.0,872.0,2405.0,312.0,101.0,20.0,1062.0,380.0,189.0,0.307,0.343,0.381,0.993,First_base,P
10,1072.0,3958.0,562.0,1066.0,140.0,69.0,4.0,319.0,439.0,,0.269,0.346,0.343,0.964,Outfield,P
13,1654.0,6890.0,1227.0,2083.0,272.0,158.0,66.0,1070.0,635.0,157.0,0.302,0.364,0.416,0.9,Shortstop,P
11,846.0,2843.0,319.0,713.0,86.0,33.0,8.0,240.0,190.0,199.0,0.251,0.301,0.313,0.952,Third_base,P
13,862.0,2647.0,183.0,694.0,90.0,26.0,6.0,298.0,136.0,79.0,0.262,0.3,0.323,0.973,Catcher,P
15,1831.0,6660.0,1008.0,1926.0,401.0,88.0,120.0,996.0,675.0,558.0,0.289,0.357,0.43,0.965,Second_base,P
16,2093.0,6752.0,739.0,1639.0,253.0,35.0,68.0,594.0,665.0,711.0,0.243,0.316,0.321,0.972,Shortstop,P
16,1583.0,5131.0,568.0,1273.0,172.0,26.0,156.0,606.0,510.0,815.0,0.248,0.318,0.383,0.961,Third_base,P
14,1251.0,4519.0,592.0,1240.0,229.0,29.0,82.0,633.0,261.0,328.0,0.274,0.318,0.392,0.949,Shortstop,P
10,492.0,1078.0,169.0,257.0,16.0,6.0,1.0,85.0,92.0,97.0,0.238,0.299,0.267,0.946,Second_base,P
18,2135.0,8291.0,1678.0,2250.0,303.0,188.0,53.0,727.0,981.0,229.0,0.271,0.355,0.372,0.944,Second_base,N
12,1550.0,5747.0,832.0,1588.0,315.0,64.0,135.0,794.0,712.0,634.0,0.276,0.357,0.424,0.992,First_base,P
19,2084.0,7218.0,940.0,2091.0,484.0,66.0,191.0,1097.0,648.0,779.0,0.29,0.355,0.454,0.966,Designated_hitter,P
17,1984.0,7635.0,1198.0,2471.0,540.0,113.0,205.0,1383.0,437.0,551.0,0.324,0.362,0.505,0.98,Outfield,N
10,1046.0,3437.0,406.0,916.0,168.0,39.0,80.0,544.0,311.0,342.0,0.267,0.329,0.408,0.985,Outfield,P
12,1377.0,5063.0,590.0,1316.0,210.0,64.0,22.0,548.0,327.0,306.0,0.26,0.306,0.34,0.973,Second_base,P
10,1144.0,3971.0,496.0,1004.0,162.0,9.0,160.0,591.0,479.0,669.0,0.253,0.34,0.419,0.949,Third_base,P
13,1598.0,5071.0,605.0,1270.0,225.0,40.0,101.0,606.0,698.0,853.0,0.25,0.346,0.37,0.961,Shortstop,P
16,1638.0,5782.0,720.0,1580.0,290.0,82.0,60.0,733.0,454.0,583.0,0.273,0.331,0.383,0.985,First_base,P
10,1190.0,4405.0,695.0,1227.0,188.0,108.0,40.0,721.0,422.0,10.0,0.279,0.346,0.398,0.938,Outfield,P
10,1055.0,3585.0,476.0,934.0,167.0,36.0,47.0,373.0,307.0,359.0,0.261,0.323,0.367,0.976,Outfield,P
11,1219.0,4201.0,453.0,972.0,101.0,71.0,5.0,254.0,355.0,449.0,0.231,0.293,0.293,0.976,Shortstop,P
11,1289.0,4900.0,701.0,1521.0,250.0,93.0,106.0,819.0,269.0,199.0,0.31,0.348,0.464,0.959,Outfield,P
11,1407.0,5475.0,826.0,1693.0,368.0,95.0,156.0,1067.0,375.0,619.0,0.309,0.356,0.497,0.958,Outfield,P
